,id,owner,secret,server,farm,title,ispublic,isfriend,isfamily,license,dateupload,datetaken,datetakengranularity,datetakenunknown,views,tags,machine_tags,latitude,longitude,accuracy,context,place_id,woeid,geo_is_public,geo_is_contact,geo_is_friend,geo_is_family,url_m,height_m,width_m
52959823370,52959823370,7926079@N03,0138d83349,65535,66,,1,0,0,5,2023-06-08 08:50:11,2023-06-08 10:50:11,0,0,125,nikonz7 isoiso64 11250sek f40 nikkorz2470mmf28s focallength58mm focallengthin35mmformat58mm wien österreich,,48.207804,16.364825,16,0,,2775259,1,0,0,0,https://live.staticflickr.com/65535/52959823370_0138d83349.jpg,350,500
52959256136,52959256136,64036262@N04,a42e939f7f,65535,66,"380 015-8 ČD + EC 77 ""Antonin Dvorak"", Wien Meidling, 04/07/2014",1,0,0,0,2023-06-08 08:32:36,2014-07-04 15:22:46,0,0,849,českédráhy čd,,48.175018,16.335999,16,0,,2771704,1,0,0,0,https://live.staticflickr.com/65535/52959256136_a42e939f7f.jpg,333,500
52959613455,52959613455,138838583@N08,c0493dd32c,65535,66,Wien - Brunnen,1,0,0,0,2023-06-08 08:10:26,2023-05-06 15:33:57,0,0,164,,,48.193188,16.380627,16,0,,2761393,1,0,0,0,https://live.staticflickr.com/65535/52959613455_c0493dd32c.jpg,333,500
52959581755,52959581755,126620602@N06,8a0910e6d9,65535,66,Surya und ihr Baby,1,0,0,1,2023-06-08 07:40:15,2023-06-07 12:08:08,0,0,227,orangutan affe ape zoo wien vienna schönbrunn baby,,48.183103,16.300293,16,0,,2776421,1,0,0,0,https://live.staticflickr.com/65535/52959581755_8a0910e6d9.jpg,333,500
52956330342,52956330342,80234356@N04,c822aa945e,65535,66,"Maschin, vocals: Rene T.; Szene Wien, 02.06.2023",1,0,0,0,2023-06-07 06:43:16,2023-06-02 20:18:59,0,0,445,wien kunstkultur sanz canoneosr3 20mmf14dghsm|art015 iso3200 szenewien,,48.175539,16.408119,16,0,,2765027,1,0,0,0,https://live.staticflickr.com/65535/52956330342_c822aa945e.jpg,500,349
52956917629,52956917629,48289187@N00,eb40160a82,65535,66,At the vet,1,0,0,3,2023-06-07 04:29:32,2023-06-06 13:01:07,0,0,42,dog vet calm waiting,,48.200047,16.311630,16,0,,2779139,1,0,0,0,https://live.staticflickr.com/65535/52956917629_eb40160a82.jpg,500,500
52956174986,52956174986,49726913@N00,66cd59f188,65535,66,MA48,1,0,0,0,2023-06-06 21:27:39,2023-05-29 17:06:56,0,0,0,fassadenbegrünung,,48.180233,16.353594,16,0,,2771956,1,0,0,0,https://live.staticflickr.com/65535/52956174986_66cd59f188.jpg,500,281
52955574692,52955574692,49726913@N00,250791dc5c,65535,66,MA48,1,0,0,0,2023-06-06 21:27:18,2023-05-29 17:06:56,0,0,0,fassadenbegrünung,,48.180233,16.353594,16,0,,2771956,1,0,0,0,https://live.staticflickr.com/65535/52955574692_250791dc5c.jpg,500,281
52955757179,52955757179,145003604@N02,1278ccabc4,65535,66,Der Tirolerhof im Tiergarten Schönbrunn,1,0,0,0,2023-06-06 19:33:29,2023-06-02 13:29:56,0,0,917,tirolerhof tirolergarten unterinntalereinhof haidachhof bergbauernhof mountainfarm bauernhaus farmhouse tiergartenschönbrunn schönbrunnzoo schönbrunn hietzing 13bezirk 13thdistrict wien vienna österreich austria architektur architecture brandenberg tirol tyrol,,48.179907,16.303751,16,0,,2776421,1,0,0,0,https://live.staticflickr.com/65535/52955757179_1278ccabc4.jpg,375,500
52956347283,52956347283,25507134@N00,0698596936,65535,66,20230425_Terrasse_012,1,0,0,4,2023-06-06 19:05:02,2023-04-25 10:33:05,0,0,0,terrasse 2023 frühling spring pflanze plant lamiaceae lavendel lavandula,,48.248263,16.442619,16,0,,3322743,1,0,0,0,https://live.staticflickr.com/65535/52956347283_0698596936.jpg,500,375
52956276420,52956276420,25507134@N00,f0728917d4,65535,66,20230425_Aussaat_004,1,0,0,4,2023-06-06 19:05:03,2023-04-25 10:47:24,0,0,0,same seed plant pflaze frühling terrasse 2023 aussaat,,48.248252,16.442622,16,0,,3322743,1,0,0,0,https://live.staticflickr.com/65535/52956276420_f0728917d4.jpg,500,375
52955897636,52955897636,25507134@N00,18fc67cc02,65535,66,20230425_Aussaat_005,1,0,0,4,2023-06-06 19:05:04,2023-04-25 10:47:28,0,0,0,same seed plant pflaze frühling terrasse 2023 aussaat,,48.248241,16.442644,16,0,,3322743,1,0,0,0,https://live.staticflickr.com/65535/52955897636_18fc67cc02.jpg,500,375
52955897456,52955897456,25507134@N00,5c1f535bd5,65535,66,20230425_Terrasse_013,1,0,0,4,2023-06-06 19:05:05,2023-04-25 10:55:25,0,0,0,terrasse 2023 frühling spring pflanze plant kaktus cactaceae opuntia,,48.248211,16.442638,16,0,,3322743,1,0,0,0,https://live.staticflickr.com/65535/52955897456_5c1f535bd5.jpg,500,375
52956035144,52956035144,25507134@N00,4e3010b39b,65535,66,20230425_Aussaat_015,1,0,0,4,2023-06-06 19:05:10,2023-04-25 13:01:39,0,0,20,terrasse 2023 frühling spring pflanze plant lavendel lavandula lamiaceae vermehrung steckling,,48.248263,16.442619,16,0,,3322743,1,0,0,0,https://live.staticflickr.com/65535/52956035144_4e3010b39b.jpg,500,375
52956275445,52956275445,25507134@N00,a640be4065,65535,66,20230425_Aussaat_014,1,0,0,4,2023-06-06 19:05:10,2023-04-25 13:03:34,0,0,21,terrasse 2023 frühling spring pflanze plant paprika umtopfen tetrapack,,48.248188,16.442613,16,0,,3322743,1,0,0,0,https://live.staticflickr.com/65535/52956275445_a640be4065.jpg,500,375
52955418725,52955418725,37273220@N02,991e957cb0,65535,66,Vienna Operahouse,1,0,0,0,2023-06-06 12:27:05,2023-06-06 15:19:18,0,1,448,vienna operahouse wiener staatsoper austria voigtlander bessa r color skopar 35mm f25 neopan acros 200 caffenolch rs film analog selfdeveloped homemade soup caffenol,,48.202896,16.369264,15,0,,2761333,1,0,0,0,https://live.staticflickr.com/65535/52955418725_991e957cb0.jpg,330,500
52954795909,52954795909,11944844@N00,b714d517e0,65535,66,A MÁV START 470 003-9 Wien 21-03-2023,1,0,0,1,2023-06-06 08:06:07,2023-03-21 11:28:59,0,0,429,peters452002 werbelok eisenbahn etrain elok railways railway railroad railroads rail railwaystation trains train trein treinen twop transportation travel oostenrijk spoor spoorwegen station ferrovia jalalspagestransportationalbum lokomotive lokomotief locomotive austria clickcamera bahn bahnhof siemens taurus máv,,48.186163,16.375880,16,0,,2761393,1,0,0,0,https://live.staticflickr.com/65535/52954795909_b714d517e0.jpg,333,500
52954402676,52954402676,80234356@N04,1e695365e3,65535,66,"Maschin, bass: Erich S.; Szene Wien, 02.06.2023",1,0,0,0,2023-06-06 05:05:59,2023-06-02 20:41:04,0,0,462,wien kunstkultur sanz szenewien canoneosr3 20mmf14dghsm|art015,,48.175539,16.408119,16,0,,2765027,1,0,0,0,https://live.staticflickr.com/65535/52954402676_1e695365e3.jpg,500,349
52953794943,52953794943,25507134@N00,f3f1b3de25,65535,66,20230425_Garten_010,1,0,0,4,2023-06-05 19:12:20,2023-04-25 09:41:58,0,0,80,garten gardening gärtnern frühling 2023 spring pflanze plant tulpe tulipa tulip liliaceae blüte blume flower blossom,,48.248108,16.443019,16,0,,3322743,1,0,0,0,https://live.staticflickr.com/65535/52953794943_f3f1b3de25.jpg,375,500
52953773458,52953773458,25507134@N00,f125776c48,65535,66,20230425_Terrasse_002,1,0,0,4,2023-06-05 19:02:29,2023-04-25 07:01:47,0,0,2,terrasse 2023 frühling spring pflanze plant clematis clematisjosephine clematisjosephinetmevijohill blüte flower blume blossom ranunculaceae,,48.248238,16.442583,16,0,,3322743,1,0,0,0,https://live.staticflickr.com/65535/52953773458_f125776c48.jpg,500,375
52953771258,52953771258,25507134@N00,eda6bb9415,65535,66,20230425_Terrasse_001,1,0,0,4,2023-06-05 19:02:29,2023-04-25 07:01:47,0,0,25,terrasse 2023 frühling spring pflanze plant clematis clematisjosephine clematisjosephinetmevijohill blüte flower blume blossom ranunculaceae,,48.248238,16.442583,16,0,,3322743,1,0,0,0,https://live.staticflickr.com/65535/52953771258_eda6bb9415.jpg,500,375
52953320661,52953320661,25507134@N00,f8146738ce,65535,66,20230425_Terrasse_004,1,0,0,4,2023-06-05 19:02:31,2023-04-25 07:02:10,0,0,22,terrasse 2023 frühling spring pflanze plant spanischewaldhyazinthe hyacinthoideshispanica spanischeshasenglöckchen asperaceae blüte blossom flower blume,,48.248205,16.442613,16,0,,3322743,1,0,0,0,https://live.staticflickr.com/65535/52953320661_f8146738ce.jpg,500,375
52953771073,52953771073,25507134@N00,c98d89f373,65535,66,20230425_Terrasse_006,1,0,0,4,2023-06-05 19:02:31,2023-04-25 07:02:27,0,0,23,terrasse 2023 frühling spring pflanze plant tulpe tulip liliaceae blüte flower blume blossom,,48.248194,16.442627,16,0,,3322743,1,0,0,0,https://live.staticflickr.com/65535/52953771073_c98d89f373.jpg,500,375
52953457004,52953457004,25507134@N00,7130468c76,65535,66,20230425_Terrasse_009,1,0,0,4,2023-06-05 19:02:33,2023-04-25 07:03:05,0,0,31,terrasse 2023 frã¼hling spring pflanze plant syringameyeripalibin syringa oleaceae flieder kleinblã¼tigerflieder blã¼te blossom,,48.248241,16.442533,16,0,,3322743,1,0,0,0,https://live.staticflickr.com/65535/52953457004_7130468c76.jpg,500,375
52952722302,52952722302,25507134@N00,68f0d65b1e,65535,66,20230425_Garten_004,1,0,0,4,2023-06-05 19:02:37,2023-04-25 09:40:50,0,0,15,garten gardening gärtnern frühling 2023 spring pflanze plant sedum crasuulaceae mauerpfeffer,,48.248222,16.442872,16,0,,3322743,1,0,0,0,https://live.staticflickr.com/65535/52952722302_68f0d65b1e.jpg,500,375
52953770858,52953770858,25507134@N00,cdb3c5a95b,65535,66,20230425_Garten_002,1,0,0,4,2023-06-05 19:02:35,2023-04-25 07:17:17,0,0,14,garten gardening gärtnern frühling 2023 spring pflanze plant mariendistel keimling jungpflanze silybummarianum asteraceae,,48.248186,16.442988,16,0,,3322743,1,0,0,0,https://live.staticflickr.com/65535/52953770858_cdb3c5a95b.jpg,500,375
52952451317,52952451317,142402362@N06,1967859208,65535,66,Austrian Parliament,1,0,0,0,2023-06-05 17:08:57,2023-05-29 13:04:05,0,0,331,wien österreich austria building gebäude cityscape cityview stadtansicht architektur architecture,,48.208087,16.358417,16,0,,2775259,1,0,0,0,https://live.staticflickr.com/65535/52952451317_1967859208.jpg,281,500
52952228447,52952228447,7211785@N06,789f2eb5e6,65535,66,20230530 091843 1SL6,1,0,0,0,2023-06-05 15:42:36,2023-05-30 09:18:43,0,0,30,allsyncpicbackman t202307 travel all allsynclocal workflowversionpro20230025 workflowversionpro2023002512620 2023 at austria niederösterreich schwechat flughafenwien airport iso59 googlepixel7pro googlepixel7probackcamera6 4080x3072 jpeg altitudeabovesealevel224m flashoffdidnotfire focallength6 shutterspeed14184s gpsspeed orientationhorizontal softwareacdseeultimate2022 exifversion0232 workflowyes 1s l6 1sl6 faces,,48.118113,16.565136,16,0,,2779548,1,0,0,0,https://live.staticflickr.com/65535/52952228447_789f2eb5e6.jpg,376,500
52953281038,52953281038,7211785@N06,ee740fdbd0,65535,66,20230530 091708 1SL6,1,0,0,0,2023-06-05 15:42:36,2023-05-30 09:17:08,0,0,13,allsyncpicbackman t202307 travel all allsynclocal workflowversionpro20230025 workflowversionpro2023002512620 2023 at austria niederösterreich schwechat flughafenwien airport iso48 googlepixel7pro googlepixel7probackcamera1 4080x3072 jpeg altitudeabovesealevel224m flashoffdidnotfire focallength2 shutterspeed12817s gpsspeed orientationhorizontal softwareacdseeultimate2022 exifversion0232 workflowyes 1s l6 1sl6 faces,,48.118113,16.565136,16,0,,2779548,1,0,0,0,https://live.staticflickr.com/65535/52953281038_ee740fdbd0.jpg,376,500
52952186677,52952186677,7211785@N06,fa523c6119,65535,66,20230530 044406 1RL6,1,0,0,0,2023-06-05 15:26:19,2023-05-30 04:44:06,0,0,1,allsyncpicbackman travel t202306 all allsynclocal workflowversionpro20230025 workflowversionpro2023002512620 2023 at austria wien wehlistrase r1026 iso215 googlepixel7pro googlepixel7probackcamera6 4080x3072 jpeg altitudeabovesealevel161m flashoffdidnotfire focallength6 shutterspeed136s gpsspeed0kmh orientationhorizontal softwareacdseeultimate2022 exifversion0232 workflowyes 1r l6 1rl6 faces,,48.205913,16.429913,16,0,,3322725,1,0,0,0,https://live.staticflickr.com/65535/52952186677_fa523c6119.jpg,376,500
52952064777,52952064777,145003604@N02,b6254c88a6,65535,66,Graureiher | Grey Heron,1,0,0,0,2023-06-05 15:13:12,2023-06-04 15:51:10,0,0,932,graureiher greyheron floridsdorferwasserpark vogelinsel ardeacinerea fischreiher reiher heron floridsdorf 21bezirk 21stdistrict wien vienna österreich austria altedonau,,48.249952,16.393249,15,0,,2779467,1,0,0,0,https://live.staticflickr.com/65535/52952064777_b6254c88a6.jpg,341,500
52952033701,52952033701,69060945@N02,5c381505e9,65535,66,Arktischer Wolf,1,0,0,0,2023-06-05 08:59:03,2023-06-04 08:11:39,0,0,216,,,48.181488,16.304865,16,0,,2776421,1,0,0,0,https://live.staticflickr.com/65535/52952033701_5c381505e9.jpg,281,500
52950867815,52950867815,158438800@N02,eaa074886f,65535,66,"2016-12-16 AT Wien 05 Margareten & Wien 10 Favoriten, Hst. Matzleinsdorfer Platz S, A1 105 Linie 62",1,0,0,5,2023-06-04 19:03:46,2016-12-16 14:50:19,0,0,43,vienna underground tram station,,48.180491,16.358694,16,0,,2771956,1,0,0,0,https://live.staticflickr.com/65535/52950867815_eaa074886f.jpg,333,500
52950487141,52950487141,158438800@N02,478cf49c01,65535,66,"2016-12-16 AT Wien 05 Margareten & Wien 10 Favoriten, Hst. Matzleinsdorfer Platz S, B 655 Linie 18",1,0,0,5,2023-06-04 19:03:45,2016-12-16 14:47:44,0,0,16,vienna underground tram station,,48.180491,16.358694,16,0,,2771956,1,0,0,0,https://live.staticflickr.com/65535/52950487141_478cf49c01.jpg,313,500
52950630254,52950630254,158438800@N02,728f5e963c,65535,66,"2016-12-16 AT Wien 05 Margareten & Wien 10 Favoriten, Hst. Matzleinsdorfer Platz S, B 632 Linie 6",1,0,0,5,2023-06-04 19:03:47,2016-12-16 14:52:25,0,0,10,vienna underground tram station,,48.180491,16.358694,16,0,,2771956,1,0,0,0,https://live.staticflickr.com/65535/52950630254_728f5e963c.jpg,313,500
52950865950,52950865950,158438800@N02,6d33743ff6,65535,66,"2016-12-16 AT Wien 05 Margareten & Wien 10 Favoriten, Hst. Matzleinsdorfer Platz S, E2 4316+c5 Linie 18",1,0,0,5,2023-06-04 19:03:47,2016-12-16 14:53:55,0,0,42,vienna underground tram station,,48.180491,16.358694,16,0,,2771956,1,0,0,0,https://live.staticflickr.com/65535/52950865950_6d33743ff6.jpg,312,500
52950865935,52950865935,158438800@N02,126489d5d8,65535,66,"2019-06-02 AT Wien 06 Mariahilf, Mariahilfer Gürtel, Gumpendorfer Straße, Reinhardt-Brandstätter-Platz, Wiener Linien 8121 Linie 57A",1,0,0,5,2023-06-04 19:03:48,2019-06-02 16:42:34,0,0,9,vienna bus,,48.190486,16.337694,16,0,,2779138,1,0,0,0,https://live.staticflickr.com/65535/52950865935_126489d5d8.jpg,333,500
52950415449,52950415449,25507134@N00,d24364fd92,65535,66,20230423_Geburtstagstorte,1,0,0,4,2023-06-04 17:33:57,2023-04-23 15:08:59,0,0,31,torte cake geburtstagstorte mehlspeise essen food,,48.248244,16.442630,16,0,,3322743,1,0,0,0,https://live.staticflickr.com/65535/52950415449_d24364fd92.jpg,375,500
52950415394,52950415394,25507134@N00,5cbab8e30d,65535,66,20230424_Terrasse_001,1,0,0,4,2023-06-04 17:33:58,2023-04-24 10:45:09,0,0,23,terrasse 2023 frühling spring pflanze plant akelei aquilegia violett blüte flower blume blossom ranunculaceae,,48.248227,16.442638,16,0,,3322743,1,0,0,0,https://live.staticflickr.com/65535/52950415394_5cbab8e30d.jpg,500,375
52950648815,52950648815,25507134@N00,2375a5a4c6,65535,66,20230424_Terrasse_005,1,0,0,4,2023-06-04 17:34:00,2023-04-24 11:40:55,0,0,40,terrasse 2023 frühling spring pflanze plant hauswurz sempervivum crassulaceae,,48.248244,16.442630,16,0,,3322743,1,0,0,0,https://live.staticflickr.com/65535/52950648815_2375a5a4c6.jpg,500,375
52950269626,52950269626,25507134@N00,5687364280,65535,66,20230424_Terrasse_004,1,0,0,4,2023-06-04 17:34:00,2023-04-24 11:28:03,0,0,25,terrasse 2023 frühling spring pflanze plant weisermauerpfeffer weisefetthenne mauerpfeffer fetthenne crassulaceae,,48.248283,16.442636,16,0,,3322743,1,0,0,0,https://live.staticflickr.com/65535/52950269626_5687364280.jpg,500,375
52950030706,52950030706,72408638@N08,2315a74985,65535,66,Vienna 2023,1,0,0,0,2023-06-04 15:39:48,2023-05-28 10:23:01,0,0,0,,,48.211402,16.375663,16,0,,8378568,1,0,0,0,https://live.staticflickr.com/65535/52950030706_2315a74985.jpg,375,500
52950030676,52950030676,72408638@N08,9e2473430b,65535,66,Vienna 2023,1,0,0,0,2023-06-04 15:39:48,2023-05-28 10:20:25,0,0,0,,,48.211297,16.375791,16,0,,8378568,1,0,0,0,https://live.staticflickr.com/65535/52950030676_9e2473430b.jpg,500,375
52950479203,52950479203,72408638@N08,7fb560da38,65535,66,Vienna 2023,1,0,0,0,2023-06-04 15:39:48,2023-05-28 10:20:45,0,0,0,,,48.211327,16.375761,16,0,,8378568,1,0,0,0,https://live.staticflickr.com/65535/52950479203_7fb560da38.jpg,500,375
52950030656,52950030656,72408638@N08,ed2e924beb,65535,66,Vienna 2023,1,0,0,0,2023-06-04 15:39:47,2023-05-28 10:27:45,0,0,0,,,48.211380,16.375708,16,0,,8378568,1,0,0,0,https://live.staticflickr.com/65535/52950030656_ed2e924beb.jpg,500,375
52956443326,52956443326,89099232@N03,3ca85b128e,65535,66,GR2_1378.jpg,1,0,0,0,2023-06-04 12:58:24,2023-05-15 07:03:25,0,0,26,vienna austria,,48.186461,16.313452,16,0,,2779139,1,0,0,0,https://live.staticflickr.com/65535/52956443326_3ca85b128e.jpg,333,500
52948564009,52948564009,31385446@N06,4747b3170a,65535,66,2023-06-03 Siebenhirten - Achau 0150,1,0,0,0,2023-06-03 23:21:51,2023-06-03 18:54:03,0,0,58,,,48.131532,16.320126,16,0,,2765121,1,0,0,0,https://live.staticflickr.com/65535/52948564009_4747b3170a.jpg,500,500
52948874973,52948874973,31385446@N06,e913731dd3,65535,66,2023-06-03 Siebenhirten - Achau 0144,1,0,0,0,2023-06-03 23:21:54,2023-06-03 18:05:06,0,0,56,,,48.131532,16.320126,16,0,,2765121,1,0,0,0,https://live.staticflickr.com/65535/52948874973_e913731dd3.jpg,500,500
52947819967,52947819967,31385446@N06,0d52c3a2f0,65535,66,2023-06-03 Siebenhirten - Achau 0145,1,0,0,0,2023-06-03 23:21:54,2023-06-03 18:05:06,0,0,61,,,48.131532,16.320126,16,0,,2765121,1,0,0,0,https://live.staticflickr.com/65535/52947819967_0d52c3a2f0.jpg,500,500
52948422686,52948422686,31385446@N06,8b8b2a963c,65535,66,2023-06-03 Siebenhirten - Achau 0143,1,0,0,0,2023-06-03 23:21:55,2023-06-03 18:57:48,0,0,57,,,48.131532,16.320126,16,0,,2765121,1,0,0,0,https://live.staticflickr.com/65535/52948422686_8b8b2a963c.jpg,500,500
52948563629,52948563629,31385446@N06,e06b8dd636,65535,66,2023-06-03 Siebenhirten - Achau 0142,1,0,0,0,2023-06-03 23:21:55,2023-06-03 18:57:48,0,0,56,,,48.131532,16.320126,16,0,,2765121,1,0,0,0,https://live.staticflickr.com/65535/52948563629_e06b8dd636.jpg,500,500
52948563479,52948563479,31385446@N06,aceb978a48,65535,66,2023-06-03 Siebenhirten - Achau 0141,1,0,0,0,2023-06-03 23:21:56,2023-06-03 18:57:48,0,0,57,,,48.131532,16.320126,16,0,,2765121,1,0,0,0,https://live.staticflickr.com/65535/52948563479_aceb978a48.jpg,500,500
52948422416,52948422416,31385446@N06,607911810f,65535,66,2023-06-03 Siebenhirten - Achau 0140,1,0,0,0,2023-06-03 23:21:57,2023-06-03 18:57:48,0,0,59,,,48.131532,16.320126,16,0,,2765121,1,0,0,0,https://live.staticflickr.com/65535/52948422416_607911810f.jpg,500,500
52947819497,52947819497,31385446@N06,7c64c24a88,65535,66,2023-06-03 Siebenhirten - Achau 0138,1,0,0,0,2023-06-03 23:21:59,2023-06-03 18:57:48,0,0,62,,,48.131532,16.320126,16,0,,2765121,1,0,0,0,https://live.staticflickr.com/65535/52947819497_7c64c24a88.jpg,500,500
52948422191,52948422191,31385446@N06,b638a0f016,65535,66,2023-06-03 Siebenhirten - Achau 0137,1,0,0,0,2023-06-03 23:21:59,2023-06-03 18:57:48,0,0,61,,,48.131532,16.320126,16,0,,2765121,1,0,0,0,https://live.staticflickr.com/65535/52948422191_b638a0f016.jpg,500,500
52948874198,52948874198,31385446@N06,239337d8f2,65535,66,2023-06-03 Siebenhirten - Achau 0135,1,0,0,0,2023-06-03 23:21:59,2023-06-03 18:56:17,0,0,60,,,48.131532,16.320126,16,0,,2765121,1,0,0,0,https://live.staticflickr.com/65535/52948874198_239337d8f2.jpg,500,500
52948562724,52948562724,31385446@N06,71f4d1929b,65535,66,2023-06-03 Siebenhirten - Achau 0132,1,0,0,0,2023-06-03 23:22:01,2023-06-03 18:56:17,0,0,61,,,48.131532,16.320126,16,0,,2765121,1,0,0,0,https://live.staticflickr.com/65535/52948562724_71f4d1929b.jpg,500,500
52948873523,52948873523,31385446@N06,91d8ac9933,65535,66,2023-06-03 Siebenhirten - Achau 0128,1,0,0,0,2023-06-03 23:22:02,2023-06-03 18:56:17,0,0,60,,,48.131532,16.320126,16,0,,2765121,1,0,0,0,https://live.staticflickr.com/65535/52948873523_91d8ac9933.jpg,500,500
52948873068,52948873068,31385446@N06,34627eb493,65535,66,2023-06-03 Siebenhirten - Achau 0123,1,0,0,0,2023-06-03 23:22:05,2023-06-03 18:56:16,0,0,65,,,48.131532,16.320126,16,0,,2765121,1,0,0,0,https://live.staticflickr.com/65535/52948873068_34627eb493.jpg,500,500
52948420656,52948420656,31385446@N06,86a714a144,65535,66,2023-06-03 Siebenhirten - Achau 0117,1,0,0,0,2023-06-03 23:22:10,2023-06-03 18:41:10,0,0,65,,,48.131532,16.320126,16,0,,2765121,1,0,0,0,https://live.staticflickr.com/65535/52948420656_86a714a144.jpg,500,333
52947817742,52947817742,31385446@N06,594e30621a,65535,66,2023-06-03 Siebenhirten - Achau 0119,1,0,0,0,2023-06-03 23:22:09,2023-06-03 17:58:59,0,0,64,,,48.131532,16.320126,16,0,,2765121,1,0,0,0,https://live.staticflickr.com/65535/52947817742_594e30621a.jpg,500,500
52948872483,52948872483,31385446@N06,fe5e356a9a,65535,66,2023-06-03 Siebenhirten - Achau 0114,1,0,0,0,2023-06-03 23:22:11,2023-06-03 18:20:00,0,0,62,,,48.131532,16.320126,16,0,,2765121,1,0,0,0,https://live.staticflickr.com/65535/52948872483_fe5e356a9a.jpg,500,333
